	NCT Number	Title	Locations	Status	Study Results	Conditions	Gender	Age	Phases	Enrollment	URL	Location_Country	Location_City_or_State	Location_Institution	Start Date	Completion Date	First Posted	Last Update Posted	Funded Bys	Study Type	Trial_Duration_Days	Trial_Duration_Months	Trial_Duration_Category	Enrollment_Category
33	NCT04343183	HYPERBARIC OXYGEN THERAPY (HBOT) AS A TREATMENT FOR COVID-19 (COVID-19) INFECTION	OCHSNER MEDICAL CENTER, NEW ORLEANS, LOUISIANA, UNITED STATES	NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	48.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04343183	UNITED STATES OF AMERICA	LOUISIANA	OCHSNER MEDICAL CENTER	2020-04-01	2020-06-01	2020-04-01	2020-04-01	OTHER	INTERVENTIONAL	61.0	2.0	1 - 3 months	11 - 50
34	NCT04347915	THE PHASE 2 STUDY TO EVALUATE THE SAFETY AND EFFICACY OF CLEVUDINE IN PATIENTS WITH MODERATE COVID-19	KOREA UNIVERSITY GURO HOSPITAL, SEOUL, KOREA, REPUBLIC OF	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	60.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04347915	DEMOCRATIC REPUBLIC OF THE CONGO	KOREA	KOREA UNIVERSITY GURO HOSPITAL	2020-05-01	2020-12-01	2020-04-01	2020-06-01	INDUSTRY	INTERVENTIONAL	214.0	7.0	7 - 12 months	51 - 100
35	NCT04333407	PREVENTING CARDIAC COMPLICATION OF COVID-19 DISEASE WITH EARLY ACUTE CORONARY SYNDROME THERAPY: A RANDOMISED CONTROLLED TRIAL.	CHARING CROSS HOSPITAL, LONDON, UNITED KINGDOM	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	3170.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04333407	UNITED KINGDOM	LONDON	CHARING CROSS HOSPITAL	2020-04-01	2021-03-01	2020-04-01	2020-04-01	OTHER	INTERVENTIONAL	334.0	11.0	7 - 12 months	1001 - 5000
36	NCT04470622	APREPITANT INJECTABLE EMULSION IN PATIENTS WITH COVID-19 (GUARDS-1)	HELEN KELLER HOSPITAL, SHEFFIELD, ALABAMA, UNITED STATES|YALE UNIVERSITY SCHOOL OF MEDICINE, NEW HAVEN, CONNECTICUT, UNITED STATES|MEMORIAL HERMANN - MEMORIAL CITY MEDICAL CENTER, HOUSTON, TEXAS, UNITED STATES|PONCE MEDICAL SCHOOL FOUNDATION, PONCE, PUERTO RICO	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04470622	PUERTO RICO	PONCE	HELEN KELLER HOSPITAL	2020-07-01	2021-03-01	2020-07-01	2020-10-01	INDUSTRY	INTERVENTIONAL	243.0	8.0	7 - 12 months	51 - 100
37	NCT04452669	VENTAPROST IN SUBJECTS WITH COVID-19 REQUIRING MECHANICAL VENTILATION	OHIO STATE UNIVERSITY, COLUMBUS, OHIO, UNITED STATES	NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	20.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04452669	UNITED STATES OF AMERICA	OHIO	OHIO STATE UNIVERSITY	2020-08-01	2021-02-01	2020-06-01	2020-07-01	INDUSTRY|OTHER	INTERVENTIONAL	184.0	6.0	4 - 6 months	11 - 50
38	NCT04406389	ANTICOAGULATION IN CRITICALLY ILL PATIENTS WITH COVID-19 (THE IMPACT TRIAL)	WEILL CORNELL MEDICINE, NEW YORK, NEW YORK, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 4	186.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04406389	UNITED STATES OF AMERICA	NEW YORK	WEILL CORNELL MEDICINE	2020-10-01	2021-06-01	2020-05-01	2020-10-01	OTHER	INTERVENTIONAL	243.0	8.0	7 - 12 months	101 - 200
39	NCT04291053	THE EFFICACY AND SAFETY OF HUAI ER IN THE ADJUVANT TREATMENT OF COVID-19		NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	550.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04291053	NAN	NAN	NAN	2020-04-01	2020-09-01	2020-03-01	2020-03-01	OTHER	INTERVENTIONAL	153.0	5.0	4 - 6 months	501 - 1000
40	NCT04342637	COVID-19 ENDOSCOPY SURVEY	KINGS COUNTY HOSPITAL CENTER, BROOKLYN, NY, USA, ALBERTSON, NEW YORK, UNITED STATES|FACULTY OF MEDICINE, ZAGAZIG UNIVERSITY, ZAGAZIG, SHARKIA, EGYPT|AL-AZHAR UNIVERISITY, CAIRO, EGYPT|AHVAZ IMAM HOSPITAL, AHVAZ, IRAN, ISLAMIC REPUBLIC OF	COMPLETED	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT		163.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04342637	IRAN	IRAN	KINGS COUNTY HOSPITAL CENTER	2020-04-01	2020-05-01	2020-04-01	2020-05-01	OTHER	OBSERVATIONAL	30.0	1.0	1 - 3 months	101 - 200
41	NCT04610554	LUNG DIFFUSING CAPACITY FOR NITRIC OXIDE AND CARBON MONOXIDE EARLY AFTER MILD-TO-SEVERE COVID-19	IRCCS AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO - IST ISTITUTO NAZIONALE PER LA RICERCA SUL CANCRO, GENOA, ITALY	COMPLETED	NO RESULTS AVAILABLE	COVID-19 PNEUMONIA	ALL			74.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04610554	ITALY	GENOA	IRCCS AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO - IST ISTITUTO NAZIONALE PER LA RICERCA SUL CANCRO	2020-05-01	2020-10-01	2020-10-01	2020-10-01	OTHER	OBSERVATIONAL	153.0	5.0	4 - 6 months	51 - 100
42	NCT04412486	COVID-19 CONVALESCENT PLASMA (CCP) TRANSFUSION	UNIVERSITY OF MISSISSIPPI MEDICAL CENTER, JACKSON, MISSISSIPPI, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	EARLY PHASE 1	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04412486	UNITED STATES OF AMERICA	MISSISSIPPI	UNIVERSITY OF MISSISSIPPI MEDICAL CENTER	2020-06-01	2022-05-01	2020-06-01	2020-07-01	OTHER	INTERVENTIONAL	699.0	23.0	1 - 2 years	51 - 100
43	NCT04552366	A CLINICAL TRIAL OF A RECOMBINANT ADENOVIRUS 5 VECTORED COVID-19 VACCINE (AD5-NCOV) WITH TWO DOSES IN HEALTHY ADULTS	ZHONGNAN HOSPITAL, WUHAN, HUBEI, CHINA	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 1	144.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04552366	CHINA	HUBEI	ZHONGNAN HOSPITAL	2020-09-01	2021-06-01	2020-09-01	2020-09-01	OTHER	INTERVENTIONAL	273.0	9.0	7 - 12 months	101 - 200
44	NCT04336462	HYDROGEN-OXYGEN GENERATOR WITH NEBULIZER IN THE IMPROVEMENT OF SYMPTOMS IN PATIENTS INFECTED WITH COVID-19	FIRST AFFILIATED HOSPITAL OF GUANGZHOU MEDICAL UNIVERSITY, GUANGZHOU, GUANGDONG, CHINA	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04336462	CHINA	GUANGDONG	FIRST AFFILIATED HOSPITAL OF GUANGZHOU MEDICAL UNIVERSITY	2020-02-01	2020-08-01	2020-04-01	2020-04-01	INDUSTRY|OTHER	INTERVENTIONAL	182.0	6.0	4 - 6 months	51 - 100
45	NCT04534673	PEGYLATED INTERFERON LAMBDA FOR TREATMENT OF COVID-19 INFECTION	SOROKA UMC, BE'ER SHEVA, ISRAEL	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	40.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04534673	ISRAEL	BE'ER SHEVA	SOROKA UMC	2020-08-01	2021-12-01	2020-09-01	2020-09-01	OTHER	INTERVENTIONAL	487.0	16.0	1 - 2 years	11 - 50
46	NCT04393038	ABX464 IN TREATING INFLAMMATION AND PREVENTING ACUTE RESPIRATORY FAILURE IN PATIENTS WITH COVID-19	CENTRE HOSPITALIER SAINT PIERRE, BRUSSELS, BELGIUM|HÔPITAL ERASME, BRUSSELS, BELGIUM|UZ GENT, GENT, BELGIUM|FUNDACAO DE MEDICINA TROPICAL DOUTOR HEITOR VIEIRA DOURADO - INSTITUTO DE PESQUISA CLÍNICA CARLOS BORBOREMA, MANAUS, AMAZONAS, BRAZIL|CENTRO ONCOLÓGICO DE RORAIMA - CECOR - NAP, BOA VISTA, RORAIMA, BRAZIL|HOSPITAL DAS CLINICAS DA FMUSP, SÃO PAULO, SAO PAULO, BRAZIL|INSTITUTO NACIONAL DE INFECTOLOGIA EVANDRO CHAGAS - FIOCRUZ RIO DE JANEIRO, RIO DE JANEIRO, BRAZIL|CONJUNTO HOSPITALAR DO MANDAQUI, SAO PAULO, BRAZIL|HÔPITAL NORD, AMIENS, FRANCE|CENTRE HOSPITALIER DÉPARTEMENTAL DE VENDÉE, LA ROCHE-SUR-YON, FRANCE|CENTRE HOSPITALIER UNIVERSITAIRE DE NICE, NICE, FRANCE|HÔPITAL SAINT-ANTOINE, PARIS, FRANCE|UNIVERSITÄTSMEDIZIN MANNHEIM RUPRECHT-KARLS-UNIVERSITÄT HEID, MANNHEIM, BADEN-WÜRTTEMBERG, GERMANY|UNIVERSITÄTSKLINIKUM BONN, BONN, NORDRHEIN-WESTFALEN, GERMANY|ASKLEPIOS KLINIK ST. GEORG, HAMBURG, GERMANY|ASKLEPIOS KLINIK ALTONA, HAMBURG, GERMANY|FONDAZIONE IRCCS CÀ GRANDA - OSPEDALE MAGGIORE POLICLINICO - INFECTIOUS DISEASES, MILANO, LOMBARDIA, ITALY|OSPEDALE SAN PAOLO, MILANO, LOMBARDIA, ITALY|OSPEDALE LUIGI SACCO, AO-PU, MILANO, LOMBARDIA, ITALY|OSPEDALE DI VITTORIO VENETO - MEDECINA GENERALE, VITTORIO VENETO, TREVISO, ITALY|OSPEDALE A. MANZONIDI LECCO - ASST LECCO, LECCO, ITALY|OSPEDALE NIGUARDA, MILANO, ITALY|CONSULTORIO MÉDICO, MÉRIDA, YUCATAN, MEXICO|CENTRO DE PREVENCIÓN Y REHABILITACIÓN DE ENFERMEDADES PULMON, NUEVO LEÓN, MEXICO|HOSPITAL UNIVERSITARI GERMANS TRIAS I PUJOL, BADALONA, BARCELONA, SPAIN|H.G.U. ALICANTE, ALICANTE, SPAIN|HOSPITAL DEL MAR, BARCELONA, SPAIN|HOSPITAL DE LA PRINCESA, MADRID, SPAIN|HOSPITAL UNIVERSITARIO INFANTA LEONOR, MADRID, SPAIN|ROYAL FREE HOSPITAL, LONDON, UNITED KINGDOM	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	1034.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04393038	UNITED KINGDOM	LONDON	CENTRE HOSPITALIER SAINT PIERRE	2020-05-01	2021-04-01	2020-05-01	2020-07-01	INDUSTRY	INTERVENTIONAL	335.0	11.0	7 - 12 months	1001 - 5000
47	NCT04404179	SETTING UP A COVID-19 CARE FACILITY AT A PRISON IN PAKISTAN	CAMP JAIL / COVID-19 CARE FACILITY/ SIMS, LAHORE, PAKISTAN	COMPLETED	NO RESULTS AVAILABLE	COVID-19	ALL			69.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04404179	PAKISTAN	LAHORE	CAMP JAIL / COVID-19 CARE FACILITY/ SIMS	2020-03-01	2020-05-01	2020-05-01	2020-05-01	OTHER	OBSERVATIONAL	61.0	2.0	1 - 3 months	51 - 100
48	NCT04490174	SEROLOGICAL SURVEILLANCE FOR COVID-19 IN CENTRAL NORTH CAROLINA	NIEHS CLINICAL RESEARCH UNIT (CRU), RESEARCH TRIANGLE PARK, NORTH CAROLINA, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT		2500.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04490174	UNITED STATES OF AMERICA	NORTH CAROLINA	NIEHS CLINICAL RESEARCH UNIT (CRU)	2020-08-01	2022-06-01	2020-07-01	2020-10-01	NIH	OBSERVATIONAL	669.0	22.0	1 - 2 years	1001 - 5000
49	NCT04474483	SAFETY AND EFFICACY OF MELATONIN IN OUTPATIENTS INFECTED WITH COVID-19	UNIVERSITY AT BUFFALO, BUFFALO, NEW YORK, UNITED STATES	NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	30.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04474483	UNITED STATES OF AMERICA	NEW YORK	UNIVERSITY AT BUFFALO	2020-11-01	2021-03-01	2020-07-01	2020-10-01	OTHER	INTERVENTIONAL	120.0	4.0	4 - 6 months	11 - 50
50	NCT04342689	THE ROLE OF RESISTANT STARCH IN COVID-19 INFECTION	YALE UNIVERSITY, NEW HAVEN, CONNECTICUT, UNITED STATES|UNIVERSITY OF MICHIGAN, ANN ARBOR, MICHIGAN, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 3	1500.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04342689	UNITED STATES OF AMERICA	MICHIGAN	YALE UNIVERSITY	2020-06-01	2021-06-01	2020-04-01	2020-06-01	OTHER	INTERVENTIONAL	365.0	12.0	7 - 12 months	1001 - 5000
51	NCT04479358	LOW-DOSE TOCILIZUMAB VERSUS STANDARD OF CARE IN HOSPITALIZED PATIENTS WITH COVID-19	UNIVERSITY OF CHICAGO MEDICINE, CHICAGO, ILLINOIS, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	332.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04479358	UNITED STATES OF AMERICA	ILLINOIS	UNIVERSITY OF CHICAGO MEDICINE	2020-09-01	2021-03-01	2020-07-01	2020-09-01	OTHER	INTERVENTIONAL	181.0	6.0	4 - 6 months	201 - 500
52	NCT04389658	CONTAGIOUSNESS AND IMMUNOGENICITY STATUS OF COVID-19 IN ASYMPTOMATIC POPULATION (COVID-19 CONDITION)	IGENOMIX, PATERNA, VALENCIA, SPAIN	COMPLETED	NO RESULTS AVAILABLE	COVID-19	ALL			1526.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04389658	SPAIN	VALENCIA	IGENOMIX	2020-05-01	2020-08-01	2020-05-01	2020-10-01	INDUSTRY	OBSERVATIONAL	92.0	3.0	1 - 3 months	1001 - 5000
53	NCT04363346	STUDY OF FT516 FOR THE TREATMENT OF COVID-19 IN HOSPITALIZED PATIENTS WITH HYPOXIA	UNIVERSITY OF MINNESOTA, MINNEAPOLIS, MINNESOTA, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 1	12.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04363346	UNITED STATES OF AMERICA	MINNESOTA	UNIVERSITY OF MINNESOTA	2020-05-01	2022-01-01	2020-04-01	2020-05-01	OTHER	INTERVENTIONAL	610.0	20.0	1 - 2 years	11 - 50
54	NCT04369820	C5A RECEPTOR EXPRESSION - COVID-19 (C5-COV)	ASSISTANCE PUBLIQUE HÔPITAUX DE MARSEILLE, MARSEILLE, FRANCE	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04369820	FRANCE	MARSEILLE	ASSISTANCE PUBLIQUE HÔPITAUX DE MARSEILLE	2020-03-01	2020-11-01	2020-04-01	2020-05-01	OTHER|INDUSTRY	INTERVENTIONAL	245.0	8.0	7 - 12 months	51 - 100
55	NCT04401423	TXA127 FOR THE TREATMENT OF SEVERE COVID-19	COLUMBIA UNIVERSITY IRVING MEDICAL CENTER, NEW YORK, NEW YORK, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04401423	UNITED STATES OF AMERICA	NEW YORK	COLUMBIA UNIVERSITY IRVING MEDICAL CENTER	2020-08-01	2021-12-01	2020-05-01	2020-08-01	OTHER	INTERVENTIONAL	487.0	16.0	1 - 2 years	51 - 100
56	NCT04470557	RELATION BETWEEN LAB FINDING AND COVID-19 SEVERITY		NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL			100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04470557	NAN	NAN	NAN	2020-07-01	2020-12-01	2020-07-01	2020-07-01	OTHER	OBSERVATIONAL	153.0	5.0	4 - 6 months	51 - 100
57	NCT04558372	GENOSVID DIAGNOSTIC TEST FOR EARLY DETECTION OF COVID-19	RS BHAYANGKARA TK I R.SAID SOEKANTO, JAKARTA, INDONESIA|RST TK II DR SOEJONO, MAGELANG, INDONESIA|SAIFUL ANWAR, MALANG, INDONESIA|DR SARDJITO HOSPITAL, YOGYAKARTA, INDONESIA|BAMBANGLIPURO HOSPITAL, YOGYAKARTA, INDONESIA|BHAYANGKARA TK III POLDA DIY, YOGYAKARTA, INDONESIA|RS AKADEMIK UGM, YOGYAKARTA, INDONESIA|RSPAU HARDJOLUKITO, YOGYAKARTA, INDONESIA|RST TK III DR SOETARTO, YOGYAKARTA, INDONESIA	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	CHILD, ADULT, OLDER ADULT	NOT APPLICABLE	1543.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04558372	INDONESIA	YOGYAKARTA	RS BHAYANGKARA TK I R.SAID SOEKANTO	2020-04-01	2020-12-01	2020-09-01	2020-09-01	OTHER	INTERVENTIONAL	244.0	8.0	7 - 12 months	1001 - 5000
58	NCT04514302	SAFETY AND EFFICACY OF ANTI-SARS-COV-2 EQUINE ANTIBODY FRAGMENTS (INOSARS) FOR HOSPITALIZED PATIENTS WITH COVID-19	HOSPITAL SAN JOSÉ, MONTERREY, NUEVO LEON, MEXICO	NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	51.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04514302	MEXICO	NUEVO LEON	HOSPITAL SAN JOSÉ	2020-10-01	2021-06-01	2020-08-01	2020-08-01	OTHER	INTERVENTIONAL	243.0	8.0	7 - 12 months	51 - 100
59	NCT04392141	COLCHICINE PLUS PHENOLIC MONOTERPENES TO TREAT COVID-19	MEDICAL BIOLOGY RESEARCH CENTER, KERMANSHAH UNIVERSITY OF MEDICAL SCIENCES, KERMANSHAH, IRAN, KERMANSHAH, IRAN, ISLAMIC REPUBLIC OF	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	CHILD, ADULT, OLDER ADULT	PHASE 1|PHASE 2	200.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04392141	IRAN	IRAN	MEDICAL BIOLOGY RESEARCH CENTER	2020-04-01	2020-11-01	2020-05-01	2020-11-01	OTHER	INTERVENTIONAL	214.0	7.0	7 - 12 months	101 - 200
60	NCT04418284	ONLINE LEARNING OF VETERINARY ANATOMY DURING COVID-19 PANDEMIC	SOUTH VALLEY UNIVERSITY, QINĀ, EGYPT	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	CHILD, ADULT		400.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04418284	EGYPT	QINĀ	SOUTH VALLEY UNIVERSITY	2020-06-01	2020-11-01	2020-06-01	2020-10-01	OTHER	OBSERVATIONAL	153.0	5.0	4 - 6 months	201 - 500
61	NCT04449718	VITAMIN D SUPPLEMENTATION IN PATIENTS WITH COVID-19	CLINICAL HOSPITAL OF THE SCHOOL OF MEDICINE, UNIVERSITY OF SAO PAULO, SAO PAULO, BRAZIL	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	200.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04449718	BRAZIL	SAO PAULO	CLINICAL HOSPITAL OF THE SCHOOL OF MEDICINE	2020-06-01	2020-11-01	2020-06-01	2020-06-01	OTHER	INTERVENTIONAL	153.0	5.0	4 - 6 months	101 - 200
62	NCT04324489	DAS181 FOR SEVERE COVID-19: COMPASSIONATE USE	RENMIN HOSPITAL OF WUHAN UNIVERSITY, WUHAN, HUBEI, CHINA	COMPLETED	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	4.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04324489	CHINA	HUBEI	RENMIN HOSPITAL OF WUHAN UNIVERSITY	2020-03-01	2020-04-01	2020-03-01	2020-05-01	OTHER|INDUSTRY	INTERVENTIONAL	31.0	1.0	1 - 3 months	less then 10
63	NCT04370262	MULTI-SITE ADAPTIVE TRIALS FOR COVID-19	SOUTHSIDE HOSPITAL, BAY SHORE, NEW YORK, UNITED STATES|NORTH SHORE UNIVERSITY HOSPITAL, MANHASSET, NEW YORK, UNITED STATES|NORTHERN WESTCHESTER HOSPITAL, MOUNT KISCO, NEW YORK, UNITED STATES|LENOX HILL HOSPITAL, NEW YORK, NEW YORK, UNITED STATES|LONG ISLAND JEWISH MEDICAL CENTER, QUEENS, NEW YORK, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 3	942.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04370262	UNITED STATES OF AMERICA	NEW YORK	SOUTHSIDE HOSPITAL	2020-04-01	2021-04-01	2020-04-01	2020-06-01	OTHER	INTERVENTIONAL	365.0	12.0	7 - 12 months	501 - 1000
64	NCT04347993	"A PROSPECTIVE ""UNIVERSAL"" OBSERVATIONAL DATABASE FOR COVID-19"	HACKENSACK MERIDIAN HEALTH - JOHN THEURER CANCER CENTER, HACKENSACK, NEW JERSEY, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL			5000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04347993	UNITED STATES OF AMERICA	NEW JERSEY	HACKENSACK MERIDIAN HEALTH - JOHN THEURER CANCER CENTER	2020-03-01	2021-04-01	2020-04-01	2020-04-01	OTHER	OBSERVATIONAL	396.0	13.0	1 - 2 years	1001 - 5000
65	NCT04587323	VEGF AND SFLT-1 LEVELS IN THE PATHOGENESIS AND SEVERITY OF COVID-19 DISEASE	UNIVERSITY OF ALABAMA AT BIRMINGHAM, BIRMINGHAM, ALABAMA, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19 DISEASE	ALL	ADULT, OLDER ADULT		100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04587323	UNITED STATES OF AMERICA	ALABAMA	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-05-01	2023-05-01	2020-10-01	2020-10-01	OTHER	OBSERVATIONAL	1095.0	36.0	2 - 5 years	51 - 100
66	NCT04472572	EXPANDED ACCESS TO CONVALESCENT PLASMA FOR TREATMENT OF COVID-19	HACKENSACK UNIVERSITY MEDICAL CENTER, HACKENSACK, NEW JERSEY, UNITED STATES	AVAILABLE	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT			HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04472572	UNITED STATES OF AMERICA	NEW JERSEY	HACKENSACK UNIVERSITY MEDICAL CENTER			2020-07-01	2020-09-01	OTHER	EXPANDED ACCESS				
67	NCT04549831	GENETIC BASES OF COVID-19 CLINICAL VARIABILITY	UNIVERSITY OF SIENA, SIENA, ITALY	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT		2000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04549831	ITALY	SIENA	UNIVERSITY OF SIENA	2020-04-01	2026-04-01	2020-09-01	2020-09-01	OTHER	OBSERVATIONAL	2191.0	72.0	5 - 10 years	1001 - 5000
68	NCT04386759	COVID-19 INFECTION IN HEALTHCARE WORKERS	ASSISTANCE PUBLIQUE HÔPITAUX DE PARIS - CHU HENRI MONDOR, CRÉTEIL, FRANCE	NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT		6000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04386759	FRANCE	CRÉTEIL	ASSISTANCE PUBLIQUE HÔPITAUX DE PARIS - CHU HENRI MONDOR	2020-05-01	2020-10-01	2020-05-01	2020-05-01	OTHER	OBSERVATIONAL	153.0	5.0	4 - 6 months	5001 - 10000
69	NCT04497324	PERUCONPLASMA: EVALUATING THE USE OF CONVALESCENT PLASMA AS MANAGEMENT OF COVID-19	HOSPITAL NACIONAL HIPOLITO UNANUE, LIMA, PERU	NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04497324	PERU	LIMA	HOSPITAL NACIONAL HIPOLITO UNANUE	2020-08-01	2020-12-01	2020-08-01	2020-08-01	OTHER	INTERVENTIONAL	122.0	4.0	4 - 6 months	51 - 100
70	NCT04590586	STUDY OF MULTIPLE CANDIDATE AGENTS FOR THE TREATMENT OF COVID-19 IN HOSPITALIZED PATIENTS		NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 3	700.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04590586	NAN	NAN	NAN	2020-10-01	2021-07-01	2020-10-01	2020-10-01	INDUSTRY	INTERVENTIONAL	273.0	9.0	7 - 12 months	501 - 1000
71	NCT04420468	DESCRIPTIVE AND RETROSPECTIVE ANALYSIS OF ACUTE MYOCARDITIS ASSOCIATED WITH PANDEMIC COVID-19 IN CHILDREN	HÔPITAL BICÊTRE, LE KREMLIN-BICÊTRE, FRANCE|HÔPITAL ARMAND TROUSSEAU, PARIS, FRANCE|HÔPITAL NECKER-ENFANTS MALADES, PARIS, FRANCE|HÔPITAL ROBERT DEBRÉ, PARIS, FRANCE	NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	CHILD		20.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04420468	FRANCE	PARIS	HÔPITAL BICÊTRE	2020-06-01	2020-12-01	2020-06-01	2020-06-01	OTHER	OBSERVATIONAL	183.0	6.0	4 - 6 months	11 - 50
