NCT Number	Status	Study Results	Gender	Age	Phases	Location_Country	Study Type	Trial_Duration_Category	Enrollment_Category	ALLOCATION	INTERVENTION MODEL	PRIMARY PURPOSE	OBSERVATIONAL MODEL	TIME PERSPECTIVE	PARTICIPANT	CARE PROVIDER	INVESTIGATOR	OUTCOMES ASSESSOR	DRUG	PROCEDURE	OTHER INTERVENTIONS TYPE	DEVICE	BIOLOGICAL	DIAGNOSTIC TEST	DIETARY SUPPLEMENT	GENETIC	COMBINATION PRODUCT	BEHAVIORAL	RADIATION	INDUSTRY	NIH	OTHER FUND SOURCE	U.S. FED
NCT04360356	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	NO RECORD	INTERVENTIONAL	7 - 12 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	True	True	False	True	True	True	True	True	False	True	True	False	False	True	False
NCT04619706	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	NO RECORD	INTERVENTIONAL	1 - 2 years	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04434248	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	RUSSIA	INTERVENTIONAL	1 - 3 months	201 - 500	RANDOMIZED	SEQUENTIAL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04350593	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	BRAZIL	INTERVENTIONAL	7 - 12 months	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False
NCT04372979	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	FRANCE	INTERVENTIONAL	7 - 12 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04456413	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	201 - 500	RANDOMIZED	CROSSOVER ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	False	True	True	True	True	True	True	False	False	True	False
NCT04464395	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	51 - 100	NON-RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	False	True	True	True	True	True	True	True	True	True	False	False	False
NCT04467151	WITHDRAWN	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	NO RECORD	INTERVENTIONAL	1 - 2 years	less then 10	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	True	False	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04343755	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	51 - 100	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04425629	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	ROMANIA	INTERVENTIONAL	4 - 6 months	1001 - 5000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04321421	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	ITALY	INTERVENTIONAL	1 - 3 months	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04527133	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	RUSSIA	INTERVENTIONAL	1 - 3 months	11 - 50	NON-RANDOMIZED	SEQUENTIAL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04432298	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04445233	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	7 - 12 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04329611	TERMINATED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	CANADA	INTERVENTIONAL	1 - 3 months	101 - 200	RANDOMIZED	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04387929	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	ITALY	OBSERVATIONAL	7 - 12 months	5001 - 10000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04325633	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	NO RECORD	INTERVENTIONAL	1 - 2 years	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04415086	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	BRAZIL	INTERVENTIONAL	1 - 2 years	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04306497	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	CHINA	OBSERVATIONAL	4 - 6 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	OTHER	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04544605	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	CHINA	OBSERVATIONAL	1 - 2 years	101 - 200	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	OTHER	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04619628	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	PHASE 1	UNITED KINGDOM	INTERVENTIONAL	1 - 2 years	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	False	False	False
NCT04321993	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	CANADA	INTERVENTIONAL	1 - 2 years	501 - 1000	NON-RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04351659	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	SINGAPORE	OBSERVATIONAL	4 - 6 months	less then 10	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04550338	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	NO RECORD	INTERVENTIONAL	2 - 5 years	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04382066	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1	SPAIN	INTERVENTIONAL	4 - 6 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04323332	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	PHASE 3	CHINA	INTERVENTIONAL	1 - 3 months	11 - 50	NON-RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04352348	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	FRANCE	INTERVENTIONAL	1 - 2 years	1001 - 5000	NON-RANDOMIZED	PARALLEL ASSIGNMENT	BASIC SCIENCE	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04546841	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1	NO RECORD	INTERVENTIONAL	1 - 2 years	11 - 50	NO RECORD	SEQUENTIAL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04405102	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	CANADA	INTERVENTIONAL	2 - 5 years	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	False	True	True	True	True	True	True	True	True	True	False	True	False
NCT04390178	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	SWEDEN	INTERVENTIONAL	7 - 12 months	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04528368	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	PHASE 2	BRAZIL	INTERVENTIONAL	4 - 6 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04465695	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	CHINA	INTERVENTIONAL	1 - 2 years	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04339660	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	CHINA	INTERVENTIONAL	4 - 6 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	False	True	True	True	False	True	False	True	True	True	True	True	True	False	False	True	False
NCT04454372	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	4 - 6 months	101 - 200	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04527081	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	JAPAN	INTERVENTIONAL	1 - 2 years	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False
NCT04444310	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	EGYPT	OBSERVATIONAL	1 - 3 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04375202	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	ITALY	INTERVENTIONAL	1 - 2 years	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04364022	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	PHASE 3	SWITZERLAND	INTERVENTIONAL	7 - 12 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04463472	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	JAPAN	INTERVENTIONAL	1 - 2 years	11 - 50	NON-RANDOMIZED	SEQUENTIAL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	True	False	True	False
NCT04382092	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	BELGIUM	INTERVENTIONAL	1 - 3 months	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	DIAGNOSTIC	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	True	False	True	False
NCT04412252	WITHDRAWN	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 3 months	less then 10	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	False	True	False	True	True	True	True	True	True	True	True	True	False	False	False
NCT04375046	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1	NO RECORD	INTERVENTIONAL	1 - 3 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04352582	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	UNITED KINGDOM	OBSERVATIONAL	less then 1 month	501 - 1000	NO RECORD	NO RECORD	NO RECORD	OTHER	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04354857	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	7 - 12 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04287686	WITHDRAWN	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	CHINA	INTERVENTIONAL	1 - 3 months	less then 10	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04464408	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	SAUDI ARABIA	INTERVENTIONAL	7 - 12 months	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04361916	TERMINATED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	ITALY	INTERVENTIONAL	1 - 3 months	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	HEALTH SERVICES RESEARCH	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04385108	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	FRANCE	INTERVENTIONAL	1 - 2 years	101 - 200	NON-RANDOMIZED	PARALLEL ASSIGNMENT	BASIC SCIENCE	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04344145	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	BELGIUM	OBSERVATIONAL	1 - 3 months	501 - 1000	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	CROSS-SECTIONAL	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04355338	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	NO RECORD	OBSERVATIONAL	1 - 2 years	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04344015	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	1001 - 5000	NO RECORD	SINGLE GROUP ASSIGNMENT	OTHER	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04495101	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	SPAIN	INTERVENTIONAL	7 - 12 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	False	True	True	True	True	True	True	True	False	False	False
NCT04370808	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	PORTUGAL	OBSERVATIONAL	7 - 12 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	True	False	True	False
NCT04354389	WITHDRAWN	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	ITALY	INTERVENTIONAL	4 - 6 months	less then 10	RANDOMIZED	SEQUENTIAL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04381052	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 3 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	False	True	False	True	True	True	True	True	True	True	True	True	False	True	False
NCT04333420	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	NETHERLANDS	INTERVENTIONAL	1 - 2 years	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04480632	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	COLOMBIA	INTERVENTIONAL	1 - 2 years	11 - 50	NON-RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04595773	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	2 - 5 years	51 - 100	RANDOMIZED	CROSSOVER ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	True	False	False
NCT04324996	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	CHINA	INTERVENTIONAL	4 - 6 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04433013	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	NO RECORD	INTERVENTIONAL	7 - 12 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	False	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04391712	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 3 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	False	False	True	True	True	True	True	True	True	False	False	True	False
NCT04564287	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	2 - 5 years	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False
NCT04426695	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	ROMANIA	INTERVENTIONAL	7 - 12 months	1001 - 5000	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04385043	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	PHASE 2|PHASE 3	ITALY	INTERVENTIONAL	7 - 12 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04443270	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	PHASE 1	MEXICO	INTERVENTIONAL	4 - 6 months	101 - 200	NON-RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04397822	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	7 - 12 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04384497	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	SWEDEN	INTERVENTIONAL	7 - 12 months	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04542694	COMPLETED	HAS RESULTS	ALL	ADULT, OLDER ADULT	PHASE 3	RUSSIA	INTERVENTIONAL	1 - 3 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04432324	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	SPAIN	INTERVENTIONAL	4 - 6 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	False	True	True	True	True	True	True	True	False	False	False
NCT04615208	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	1 - 2 years	101 - 200	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04583969	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	False	True	False	True	False	True	True	True	True	True	True	False	True	False	False
NCT04348071	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	NO RECORD	INTERVENTIONAL	7 - 12 months	51 - 100	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04340232	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	51 - 100	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04547140	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	NO RECORD	INTERVENTIONAL	7 - 12 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	True	False	False	True	True	True	False	True	True	True	True	True	True	True	False	False	False
NCT04359615	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 4	IRAN	INTERVENTIONAL	1 - 3 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04582344	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	PHASE 3	TURKEY	INTERVENTIONAL	7 - 12 months	over 10000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04511819	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	MEXICO	INTERVENTIONAL	1 - 3 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
